hcp_id,norm_email_delivered,norm_email_open_rate,norm_email_click_rate,norm_email_ctor,norm_email_recency,norm_web_content_views,norm_web_download_rate,norm_video_completion_rate,norm_avg_session_duration,norm_web_recency,norm_completed_interactions,norm_veeva_completion_rate,norm_veeva_duration,norm_veeva_recency,norm_event_attendance,norm_event_attendance_rate,norm_event_duration,norm_event_questions,norm_event_polls,norm_event_recency
HCP0011,0.7567567567567568,0.67964558,0.50398992,0.61820036,0.966942148760,0.4047619047619048,0.25000000,0.75000000,0.3996174384314976,0.986111111111,0.6923076923076923,0.900000,0.5,0.693333333333,0.5000000000000000,0.83330000,0.39649122807017545,0.2777777777777778,0.3,1.000000000000
HCP0012,0.8378378378378378,0.25633346,0.18493630,0.46668178,0.950413223140,0.1666666666666667,0.12500000,0E-8,0.6056029329720253,0.888888888889,0.6153846153846154,0.888889,0.3655055636187712,0.982222222222,0E-16,0E-8,0.0,0.0,0.0,0E-12
HCP0013,0.5135135135135135,0.28216648,0.13663727,0.32377607,0.975206611570,0.3809523809523810,0.23530000,0E-8,0.2866023750697378,0.993055555556,0.3076923076923077,0.800000,0.6257861635220127,0.755555555556,0.2000000000000000,0.66670000,0.39035087719298245,0.0,0.05,0.805429864253
HCP0014,0.5675675675675676,0.52352427,0.26039479,0.39415231,0.933884297521,0.1190476190476190,0.41665000,1.00000000,0.43026221407507775,0.597222222222,0.6923076923076923,0.750000,0.40735365263667156,0.884444444444,0.1000000000000000,0.50000000,0.3157894736842105,0.0,0.0,0.805429864253
HCP0015,0.2432432432432432,0.74166979,0.58714826,0.66965095,1.000000000000,0.4761904761904762,0.33335000,0.66670000,0.4629791982147127,0.979166666667,0.8461538461538462,0.916667,0.32656023222060954,0.897777777778,0.3000000000000000,1.00000000,0.3976315789473684,0.0,0.3,0.610859728507
HCP0016,0.9189189189189189,0.59141395,0.32493350,0.44639619,0.991735537190,0.1904761904761905,0.22220000,0E-8,0.2082171036901252,0.708333333333,0.3076923076923077,0.800000,0.49032414126753754,0.924444444444,0.2000000000000000,0.66670000,0.5263157894736842,0.16666666666666666,0.0,0.710407239819
HCP0017,0.7837837837837838,0.73692749,0.41173177,0.47223481,1.000000000000,0.5000000000000000,0.25000000,0.33330000,0.7199729018888978,0.888888888889,0.4615384615384615,0.750000,0.7027092404450895,0.706666666667,0.5000000000000000,1.00000000,0.32456140350877194,0.3888888888888889,0.2,0.873303167421
HCP0018,0.2972972972972973,0.46100087,0.33935321,0.56663645,1.000000000000,0.1904761904761905,0.44445000,1.00000000,0.6684466406312266,0.861111111111,0.6153846153846154,0.800000,0.434687953555878,1.000000000000,0.2000000000000000,0.40000000,0.5789473684210527,0.1111111111111111,0.0,0.710407239819
HCP0019,0.8378378378378378,0.56233620,0.39619208,0.56663645,1.000000000000,0.6904761904761905,0.25000000,0.75000000,0.5076910815334342,0.972222222222,0.1538461538461538,0.500000,0.4879051765844219,0.737777777778,0.1000000000000000,0.50000000,0.3157894736842105,0.1111111111111111,0.2,0.773755656109
HCP0020,0.3783783783783784,0.72257581,0.31107378,0.36264733,0.884297520661,0.3095238095238095,0.21430000,0.50000000,0.4481947875986292,0.958333333333,0.7692307692307692,1.000000,0.5774068698597001,0.964444444444,0.1000000000000000,1.00000000,0.37719298245614036,0.0,0.0,0.547511312217
HCP0021,0.2702702702702703,0.40197180,0.26249475,0.48572076,0.809917355372,0.2619047619047619,0.25000000,0E-8,0.5676655774288674,0.972222222222,0.4615384615384615,0.666667,0.3575229801644896,0.946666666667,0.3000000000000000,0.50000000,0.44447368421052635,0.0,0.2,0.936651583710
HCP0022,0.8378378378378378,0.51528766,0.39619208,0.60709429,0.892561983471,0.4047619047619048,0.16665000,0.25000000,0.5636008607635291,0.798611111111,0.9230769230769231,1.000000,0.5544267053701016,0.924444444444,0.1000000000000000,0.50000000,0.43859649122807015,0.16666666666666666,0.0,0.936651583710
HCP0023,0.5405405405405405,0.45026831,0.33333333,0.56663645,0.983471074380,0.7142857142857143,0.29030000,0.50000000,0.68351000239101,0.944444444444,0.3076923076923077,0.800000,0.29680696661828737,0.964444444444,0.2000000000000000,0.66670000,0.2807017543859649,0.05555555555555555,0.2,1.000000000000
HCP0024,0.6756756756756757,0.65256458,0.44673107,0.56663645,0.884297520661,0.3809523809523810,0.44120000,0.80000000,0.6182354347652828,1.000000000000,0.4615384615384615,0.750000,0.4729075955491049,0.893333333333,0.4000000000000000,1.00000000,0.48903508771929827,0.16666666666666666,0.05,1.000000000000
HCP0025,0.3513513513513514,0.71171846,0.63992720,0.75555304,1.000000000000,0.4047619047619048,0.52780000,1.00000000,0.5113572965649159,0.993055555556,0.8461538461538462,0.846154,0.54644412191582,0.960000000000,0.3000000000000000,0.50000000,0.4971052631578948,0.0,0.35,0.968325791855
HCP0026,0.6216216216216216,0.21652315,0.03107938,0.08714869,0.917355371901,0.2857142857142857,0.30770000,0.25000000,0.33498047341994097,0.923611111111,0.5384615384615385,1.000000,0.5,0.951111111111,0.1000000000000000,1.00000000,0.49122807017543857,0.05555555555555555,0.0,0.126696832579
HCP0027,0.1081081081081081,0.57593910,0.32311354,0.45330916,0.859504132231,0.0714285714285714,0E-8,0E-8,0.47114848170877505,0.944444444444,0.3076923076923077,1.000000,0.6028059990324142,0.933333333333,0.1000000000000000,0.50000000,0.39473684210526316,0.0,0.0,0.805429864253
HCP0028,0.5405405405405405,0.62847872,0.36665267,0.47948776,0.983471074380,0.6666666666666667,0.34485000,0.25000000,0.4351239340081295,0.958333333333,0.6153846153846154,1.000000,0.2762457668118045,0.973333333333,0.4000000000000000,0.57140000,0.45614035087719296,0.0,0.35,0.936651583710
HCP0029,0.7567567567567568,0.40509173,0.33599328,0.61820036,0.933884297521,0.3095238095238095,0.21430000,0E-8,0.15979915517653626,0.986111111111,0.6923076923076923,0.818182,0.45815191098209956,0.835555555556,0.4000000000000000,1.00000000,0.46710526315789475,0.16666666666666666,0.0,0.968325791855
HCP0030,0.6216216216216216,0.38287782,0.18661627,0.35788758,0.867768595041,0.4285714285714286,0.18420000,1.00000000,0.3922451582051486,0.930555555556,0.3076923076923077,1.000000,0.5604741170778906,0.826666666667,0.3000000000000000,0.75000000,0.6023684210526316,0.1111111111111111,0.1,0.968325791855
HCP0031,0.3513513513513514,0.35517284,0.07993840,0.16194470,0.917355371901,0.1428571428571429,0.07145000,0E-8,0.2748465768709652,0.784722222222,0.2307692307692308,1.000000,0.6047411707789065,0.782222222222,0.1000000000000000,0.50000000,0.5526315789473685,0.16666666666666666,0.05,0.936651583710
HCP0032,0.8378378378378378,0.53887433,0.23771525,0.35165458,1.000000000000,0.3333333333333333,0.33335000,0E-8,0.33510002391009797,0.972222222222,0.6923076923076923,1.000000,0.41678761490082233,0.982222222222,0.3000000000000000,0.75000000,0.523421052631579,0.05555555555555555,0.25,0.710407239819
HCP0033,0.5135135135135135,0.64732310,0.37561249,0.47948776,1.000000000000,0.1666666666666667,0.37500000,1.00000000,0.5971148481708777,0.888888888889,0.6153846153846154,0.888889,0.5699080793420416,0.986666666667,0.2000000000000000,0.66670000,0.2149122807017544,0.0,0.15,0.384615384615
HCP0034,0.1891891891891892,0.54449020,0.24135517,0.35414778,1.000000000000,0.1428571428571429,0.07145000,0E-8,0.2906272415716904,0.534722222222,0.1538461538461538,0.666667,0.7339138848572812,0.848888888889,0.2000000000000000,0.50000000,0.6052631578947368,0.0,0.0,0.452488687783
HCP0035,0.6486486486486486,0.61562461,0.36525269,0.48572076,0.958677685950,0.4523809523809524,0.32500000,0E-8,0.5892643659839005,1.000000000000,0.4615384615384615,0.857143,0.46540880503144655,0.928888888889,0E-16,0E-8,0.0,0.0,0.0,0E-12
HCP0036,0.3243243243243243,0.33320854,0.16463671,0.34870807,0.966942148760,0.1666666666666667,0.12500000,0E-8,0.03100342711405117,0.875000000000,0.2307692307692308,1.000000,0.03241412675374939,0.604444444444,0.3000000000000000,0.75000000,0.6052631578947368,0.2222222222222222,0.0,0.484162895928
HCP0037,0.9189189189189189,0.34631224,0.07503850,0.15457842,0.727272727273,0.1904761904761905,0.22220000,0E-8,0.5588188411572488,0.944444444444,0.2307692307692308,0.750000,0.6149008224479923,0.671111111111,0.3000000000000000,0.75000000,0.20763157894736844,0.0,0.25,0.868778280543
HCP0038,0.7837837837837838,0.76138774,0.46661067,0.52073889,1.000000000000,0.4761904761904762,0.42855000,0.57140000,0.39324141228979037,0.965277777778,0.8461538461538462,0.916667,0.5222544750846638,0.995555555556,0.4000000000000000,1.00000000,0.5482456140350878,0.05555555555555555,0.1,0.968325791855
HCP0039,0.2702702702702703,0.36303507,0.13131737,0.26155938,0.834710743802,0.5476190476190476,0.41665000,0E-8,0.6954650514067109,0.715277777778,0.2307692307692308,1.000000,0.3628447024673439,0.208888888889,0.2000000000000000,0.66670000,0.5043859649122807,0.0,0.1,0.968325791855
HCP0040,0.6486486486486486,0.75127917,0.60870783,0.68687670,0.983471074380,0.2380952380952381,0.40910000,0.50000000,0.49286682075396504,0.986111111111,0.5384615384615385,0.583333,0.5442670537010159,0.955555555556,0.2000000000000000,0.40000000,0.45614035087719296,0.16666666666666666,0.0,0.900452488688
HCP0041,0.4324324324324324,0.90690129,0.55256895,0.53127833,1.000000000000,0.3095238095238095,0.35715000,0.33330000,0.4773252570335539,0.993055555556,0.2307692307692308,0.750000,0.3790517658442186,0.991111111111,0.1000000000000000,0.50000000,0.6052631578947368,0.16666666666666666,0.0,0.515837104072
HCP0042,0.7837837837837838,0.71246724,0.46661067,0.55043064,0.966942148760,0.4761904761904762,0.26190000,0.80000000,0.4031242528094366,0.972222222222,0.4615384615384615,0.857143,0.18892114175133043,0.902222222222,0.2000000000000000,0.50000000,0.5263157894736842,0.0,0.0,0.257918552036
HCP0043,0.5405405405405405,0.62847872,0.30001400,0.39233908,0.950413223140,0.3095238095238095,0.35715000,0.75000000,0.5339523392045907,0.965277777778,0.8461538461538462,0.916667,0.43347847121432026,0.973333333333,0.1000000000000000,0.50000000,0.38596491228070173,0.0,0.0,0.647058823529
HCP0044,0.8108108108108108,0.21602396,0.02687946,0.07558930,0.983471074380,0.1190476190476190,0.16665000,1.00000000,0.338248186817566,0.895833333333,0.3076923076923077,1.000000,0.35486211901306236,0.795555555556,0.1000000000000000,1.00000000,0.42105263157894735,0.0,0.15,0.257918552036
HCP0045,0.2702702702702703,0.79196306,0.48131037,0.51937897,0.958677685950,0.3809523809523810,0.32355000,0E-8,0.44811508727185784,0.819444444444,0.4615384615384615,1.000000,0.2864054184808902,0.853333333333,0.3000000000000000,1.00000000,0.46201754385964916,0.0,0.2,0.968325791855
HCP0046,0.7027027027027027,0.45401223,0.23337533,0.39415231,1.000000000000,0.3809523809523810,0.47060000,0.25000000,0.28779787997130796,0.972222222222,0.3076923076923077,1.000000,0.29438800193517173,0.746666666667,0.3000000000000000,0.75000000,0.49412280701754385,0.1111111111111111,0.15,0.837104072398
HCP0047,0.5675675675675676,0.66866342,0.42321154,0.52617860,1.000000000000,0.6428571428571429,0.32145000,0.66670000,0.3974655296086714,0.937500000000,0.3846153846153846,0.833333,0.7740686985970004,0.857777777778,0.6000000000000000,0.85710000,0.41228070175438597,0.3333333333333333,0.0,0.710407239819
HCP0048,0.3783783783783784,0.37601398,0.15553689,0.30224388,0.975206611570,0.2380952380952381,0.22725000,0E-8,0.18797322069020483,0.951388888889,0.6923076923076923,1.000000,0.41678761490082233,0.991111111111,0.2000000000000000,0.66670000,0.35964912280701755,0.0,0.05,0.868778280543
HCP0049,0.1891891891891892,0.32933982,0.09659807,0.20602901,0.768595041322,0.0952380952380952,0.10000000,0E-8,0.3174862516936319,0.715277777778,0.1538461538461538,0.666667,0.41944847605224966,0.648888888889,0.1000000000000000,1.00000000,0.5789473684210527,0.1111111111111111,0.1,0.805429864253
HCP0050,0.5675675675675676,0.29127668,0.32563349,0.75555304,0.752066115702,0.1666666666666667,0.18750000,0E-8,0.5443930820116363,0.854166666667,0.3076923076923077,1.000000,0.16134494436381228,0.786666666667,0.1000000000000000,1.00000000,0.43859649122807015,0.0,0.2,0.063348416290
HCP0051,0.2972972972972973,0.23411956,0.16967661,0.45330916,0.743801652893,0.2142857142857143,0.40000000,0.50000000,0.2903084402646051,0.986111111111,0.2307692307692308,0.750000,0.7600387034349299,0.777777777778,0.1000000000000000,0.33330000,0.17543859649122806,0.0,0.0,0.384615384615
HCP0052,0.5675675675675676,0.49444652,0.42321154,0.66965095,0.892561983471,0.0714285714285714,0.75000000,0E-8,0.33095560691798837,0.909722222222,0.6153846153846154,1.000000,0.6995645863570392,0.742222222222,0.3000000000000000,1.00000000,0.32745614035087717,0.2777777777777778,0.35,0.742081447964
HCP0053,0.5675675675675676,0.32035442,0.22791544,0.49580689,0.867768595041,0.3333333333333333,0.16665000,0E-8,0.28142185382960067,0.756944444444,0.3846153846153846,1.000000,0.31132075471698106,0.933333333333,0.2000000000000000,0.50000000,0.42543859649122806,0.0,0.2,1.000000000000
HCP0054,0.4054054054054054,0.59802820,0.22707546,0.30904352,1.000000000000,0.1666666666666667,0.25000000,0.75000000,0.19371164421774129,0.937500000000,0.3846153846153846,0.833333,0.7339138848572812,0.831111111111,0.3000000000000000,0.75000000,0.47657894736842105,0.16666666666666666,0.05,0.936651583710
HCP0055,0.2972972972972973,0.42318732,0.29693406,0.52889846,0.975206611570,0.2380952380952381,0.13635000,1.00000000,0.3356579261974974,0.958333333333,0.7692307692307692,1.000000,0.45162070633768747,0.888888888889,0.5000000000000000,0.83330000,0.4473684210526316,0.2222222222222222,0.2,0.904977375566
HCP0056,0.2162162162162162,0.27193311,0E-8,0E-8,0.859504132231,0.3571428571428571,0.28125000,1.00000000,0.5508886586435005,0.979166666667,0.3846153846153846,0.833333,0.33865505563618764,0.644444444444,0.3000000000000000,0.75000000,0.4006140350877193,0.1111111111111111,0.0,0.805429864253
HCP0057,0.5945945945945946,0.53675278,0.34999300,0.51937897,1.000000000000,0.2142857142857143,0.45000000,0E-8,0.36610345102414915,0.979166666667,0.2307692307692308,1.000000,0.40324141267537494,0.560000000000,0.4000000000000000,0.80000000,0.4232456140350877,0.2222222222222222,0.15,1.000000000000
HCP0058,0.1891891891891892,0.28628479,0.14475710,0.33998187,0.752066115702,0.3809523809523810,0.17645000,1.00000000,0.3498445843627959,0.993055555556,0.4615384615384615,0.750000,0.40324141267537494,0.791111111111,0.4000000000000000,0.57140000,0.33771929824561403,0.0,0.35,0.805429864253
HCP0059,0.0540540540540541,0.47997005,0.29161417,0.47223481,0.933884297521,0.1428571428571429,0.21430000,1.00000000,0.3419144018490476,0.944444444444,0.3846153846153846,0.714286,0.45500725689404936,0.982222222222,0.4000000000000000,1.00000000,0.31798245614035087,0.16666666666666666,0.3,0.805429864253
HCP0060,0.4324324324324324,0.54561338,0.47893042,0.70149592,0.842975206612,0.0952380952380952,0.20000000,0.33330000,0.6266836694030445,0.916666666667,0.1538461538461538,0.500000,0.5302370585389453,0.875555555556,0.1000000000000000,0.50000000,0.6052631578947368,0.16666666666666666,0.05,0.904977375566
HCP0061,0.2432432432432432,0.70136029,0.67744645,0.80949683,1.000000000000,0.5952380952380952,0.42310000,1.00000000,0.7189367976408705,0.972222222222,0.6923076923076923,0.818182,0.5527334300919207,0.946666666667,0.2000000000000000,0.50000000,0.5394736842105263,0.1111111111111111,0.0,0.904977375566
HCP0062,0.4054054054054054,0.69923874,0.56754865,0.67996374,0.950413223140,0.5000000000000000,0.31820000,0E-8,0.6628676177572329,0.944444444444,0.4615384615384615,0.750000,0.7177068214804063,0.915555555556,0.2000000000000000,1.00000000,0.5657894736842105,0.2222222222222222,0.0,0.968325791855
HCP0063,0.4594594594594595,0.46399601,0.32311354,0.53683137,0.942148760331,0.2380952380952381,0.45455000,0E-8,0.25763130628835573,0.979166666667,0.5384615384615385,0.777778,0.5887760038703436,0.973333333333,0.3000000000000000,1.00000000,0.37719298245614036,0.2777777777777778,0.1,0.904977375566
HCP0064,0.0810810810810811,0.25533508,0.05599888,0.14165911,0.900826446281,0.1904761904761905,0.22220000,0.50000000,0.06639037220052607,0.979166666667,0.2307692307692308,1.000000,0.3226898887276246,0.871111111111,0.3000000000000000,1.00000000,0.40938596491228074,0.0,0.15,0.868778280543
HCP0065,0.0540540540540541,0.42792961,0.29161417,0.51507253,0.570247933884,0.0714285714285714,0.12500000,0E-8,0.22810233521957438,0.708333333333,0.6153846153846154,1.000000,0.39429124334784704,0.977777777778,0.2000000000000000,0.40000000,0.4692982456140351,0.0,0.0,0.579185520362
HCP0066,0.8648648648648649,0.50305753,0.23337533,0.36423391,0.966942148760,0.2619047619047619,0.08335000,0E-8,0.23854307802661992,0.513888888889,0.6153846153846154,0.888889,0.14247701983551037,0.782222222222,0.1000000000000000,1.00000000,0.2631578947368421,0.0,0.05,0.547511312217
HCP0067,0.9459459459459459,0.57843504,0.36847263,0.51507253,0.958677685950,0.1428571428571429,0.07145000,0E-8,0.24922292181397945,0.930555555556,0.2307692307692308,1.000000,0.9274310595065313,0.653333333333,0.5000000000000000,0.83330000,0.4824561403508772,0.05555555555555555,0.15,0.805429864253
HCP0068,0.6756756756756757,0.54636216,0.44673107,0.65378513,0.975206611570,0.2857142857142857,0.34615000,0.66670000,0.7012831752610187,0.972222222222,0.3076923076923077,0.666667,0.6371552975326561,0.951111111111,0.1000000000000000,0.50000000,0.5526315789473685,0.0,0.0,0.642533936652
HCP0069,0.6216216216216216,0.63247223,0.31107378,0.40469175,1.000000000000,0.1190476190476190,0.41665000,0E-8,0.26340957997927794,0.972222222222,0.3076923076923077,0.666667,0.38316400580551524,0.848888888889,0.1000000000000000,0.33330000,0.2631578947368421,0.0,0.15,0.384615384615
HCP0070,0.7567567567567568,0.25533508,0.16799664,0.42497733,0.719008264463,0.0714285714285714,0.12500000,0.50000000,0.4073483701283176,0.888888888889,0.3076923076923077,1.000000,0.5544267053701016,0.604444444444,0.1000000000000000,0.50000000,0.2631578947368421,0.0,0.0,0.352941176471
HCP0071,0.5405405405405405,0.47997005,0.23337533,0.37771985,0.991735537190,0.2857142857142857,0.34615000,0.50000000,0.6546186339363993,0.986111111111,0.6153846153846154,0.888889,0.459603289791969,0.897777777778,0.1000000000000000,1.00000000,0.49122807017543857,0.0,0.0,0.647058823529
HCP0072,0E-16,0.76363409,0.63628727,0.70829556,0.702479338843,0.1904761904761905,0.27780000,0E-8,0.6990515661114212,0.826388888889,0.7692307692307692,0.909091,0.6364296081277213,0.982222222222,0.3000000000000000,0.50000000,0.35964912280701755,0.2777777777777778,0.2,0.773755656109
HCP0073,0.3513513513513514,0.46212405,0.39997200,0.66659112,0.900826446281,0.2857142857142857,0.23075000,0.33330000,0.7045907388220292,0.972222222222,0.1538461538461538,0.666667,0.40324141267537494,0.671111111111,0.2000000000000000,0.50000000,0.32456140350877194,0.0,0.05,0.773755656109
HCP0074,0.8378378378378378,0.58592288,0.44911102,0.62148685,1.000000000000,0.5000000000000000,0.27275000,0.33330000,0.5949629393480513,0.958333333333,0.3076923076923077,0.800000,0.3451862602805999,0.893333333333,0.4000000000000000,0.66670000,0.4276315789473684,0.3333333333333333,0.0,0.352941176471
HCP0075,0.8378378378378378,0.60950955,0.34341313,0.46044878,0.950413223140,0.6666666666666667,0.18965000,0.50000000,0.37216067585877105,0.958333333333,0.4615384615384615,1.000000,0.5483792936623125,0.768888888889,0.5000000000000000,0.71430000,0.4,0.0,0.45,0.837104072398
HCP0076,0.2702702702702703,0.59702983,0.48131037,0.65605168,1.000000000000,0.3333333333333333,0.30000000,0.50000000,0.34566031720730056,0.972222222222,0.3076923076923077,1.000000,0.49395258829221095,1.000000000000,0.2000000000000000,1.00000000,0.5307017543859649,0.2222222222222222,0.3,0.484162895928
HCP0077,0.7027027027027027,0.37601398,0.14587708,0.28331822,0.892561983471,0.1428571428571429,0.35715000,1.00000000,0.3823224675221169,0.881944444444,0.4615384615384615,0.857143,0.4929850024189647,0.982222222222,0.2000000000000000,0.50000000,0.4342105263157895,0.2222222222222222,0.2,0.515837104072
HCP0078,0.9459459459459459,0.68800699,0.44211116,0.53683137,0.983471074380,0.3333333333333333,0.50000000,1.00000000,0.5568263329879654,0.895833333333,0.4615384615384615,1.000000,0.641025641025641,0.888888888889,0.4000000000000000,0.80000000,0.5767543859649122,0.2777777777777778,0.0,0.710407239819
HCP0079,0.3513513513513514,0.81866966,0.32003360,0.33578876,0.983471074380,0.4761904761904762,0.33335000,0E-8,0.7187773969873277,0.909722222222,0.3846153846153846,0.625000,0.38509917755200773,0.960000000000,0.2000000000000000,1.00000000,0.37719298245614036,0.0,0.15,0.873303167421
HCP0080,0.8378378378378378,0.46823911,0.15847683,0.26155938,0.942148760331,0.4285714285714286,0.21055000,0.50000000,0.35275364628994976,0.993055555556,0.4615384615384615,0.857143,0.517174649250121,0.968888888889,0.2000000000000000,0.50000000,0.5964912280701754,0.0,0.0,0.837104072398
HCP0081,0.8648648648648649,0.61861974,0.28517430,0.37771985,1.000000000000,0.4047619047619048,0.05555000,0.66670000,0.5756754602693872,0.993055555556,0.2307692307692308,0.600000,0.7564102564102564,0.542222222222,0E-16,0E-8,0.0,0.0,0.0,0E-12
HCP0082,0.8918918918918919,0.40059903,0.20369593,0.37771985,0.950413223140,0.5714285714285714,0.30000000,0E-8,0.3825217183390452,0.951388888889,0.4615384615384615,0.857143,0.7522980164489598,0.946666666667,0.2000000000000000,0.66670000,0.3508771929824561,0.0,0.2,0.936651583710
HCP0083,0.3783783783783784,0.54935729,0.34999300,0.50997280,1.000000000000,0.1428571428571429,0.50000000,0E-8,0.6424244839403843,0.944444444444,0.6923076923076923,0.900000,0.35728108369617806,0.982222222222,0.1000000000000000,0.25000000,0.38596491228070173,0.05555555555555555,0.0,0.095022624434
HCP0084,0.1351351351351351,0.68800699,0.31107378,0.37771985,0.801652892562,0.3571428571428571,0.37500000,0.40000000,0.24499880449509845,0.576388888889,0.3846153846153846,1.000000,0.61611030478955,0.942222222222,0.3000000000000000,1.00000000,0.6432456140350877,0.16666666666666666,0.05,0.900452488688
HCP0085,0.4324324324324324,0.64420317,0.40529189,0.51937897,0.917355371901,0.5476190476190476,0.20835000,0E-8,0.6287160277357139,0.958333333333,0.3846153846153846,0.833333,0.4436381228834059,0.773333333333,0.1000000000000000,0.25000000,0.5701754385964912,0.16666666666666666,0.15,0.837104072398
HCP0086,0.3243243243243243,0.66354674,0.41173177,0.51507253,1.000000000000,0.2142857142857143,0.40000000,0E-8,0.40993863074838605,0.965277777778,0.3846153846153846,0.833333,0.6168359941944848,0.955555555556,0.4000000000000000,1.00000000,0.43201754385964913,0.2222222222222222,0.2,0.742081447964
HCP0087,0.1621621621621622,0.52452265,0.09995800,0.15106528,0.983471074380,0.3809523809523810,0.11765000,0.50000000,0.3328684147605006,0.583333333333,0.2307692307692308,1.000000,0.4436381228834059,0.768888888889,0.2000000000000000,0.66670000,0.44298245614035087,0.0,0.15,0.773755656109
HCP0088,0.8108108108108108,0.57593910,0.32311354,0.45330916,0.909090909091,0.1190476190476190,0E-8,0E-8,0.6059217342791106,0.923611111111,0.4615384615384615,1.000000,0.7218190614417029,0.955555555556,0.5000000000000000,0.71430000,0.4228070175438597,0.05555555555555555,0.35,0.615384615385
HCP0089,0.8648648648648649,0.15637090,0.02589948,0.08714869,0.975206611570,0.2857142857142857,0.19230000,0E-8,0.2326452538455408,0.979166666667,0.2307692307692308,0.750000,0.4818577648766328,0.635555555556,0.1000000000000000,0.50000000,0.43859649122807015,0.0,0.05,0.904977375566
HCP0090,0.3243243243243243,0.62673156,0.32941341,0.43177697,0.933884297521,0.3333333333333333,0.40000000,0.50000000,0.4920698174862517,0.993055555556,0.2307692307692308,0.750000,0.6269956458635704,0.715555555556,0.2000000000000000,1.00000000,0.4956140350877193,0.1111111111111111,0.05,0.904977375566
HCP0091,0.1081081081081081,0.71995507,0.53842923,0.62964642,0.909090909091,0.4047619047619048,0.22220000,1.00000000,0.49462022794293453,0.888888888889,0.7692307692307692,0.769231,0.6190130624092889,0.760000000000,0.3000000000000000,1.00000000,0.47368421052631576,0.0,0.0,0.710407239819
HCP0092,0.2972972972972973,0.34756021,0.25451491,0.52300544,0.958677685950,0.3333333333333333,0.30000000,0E-8,0.3714433729178289,0.888888888889,0.3846153846153846,1.000000,0.38872762457668114,0.746666666667,0.2000000000000000,1.00000000,0.4824561403508772,0.1111111111111111,0.15,0.678733031674
